chemical,sensor,mean_delta,mean_abs_delta,mean_slope,mean_resp_range,mean_effect_size,mean_abs_effect_size,mean_recovery_min,pct_recovered,n_pulses
NH4SO4,co2_ppm,-1.2123076923076952,13.887307692307695,-0.2813832052135212,28.8,-0.7982046510546367,3.0486563941501568,8.662495833333333,80.0,10
NH4SO4,growth_rate,-0.0014088716830921839,0.0029965802376423316,5.3211789319024064e-05,0.009990246425199998,-1.0316438884175834,1.9047704056335089,6.077673333333333,100.0,10
NH4SO4,nOD,-0.014985512476682472,0.014985512476682472,0.0002794741834739399,0.01728625081520001,-23.23654751593377,23.23654751593377,20.214983333333333,40.0,10
NH4SO4,relative_humidity,0.06317051282051267,0.21337051282051506,0.00492791474196401,0.4820000000000014,0.4882776905235208,2.3478391783855566,7.11282962962963,90.0,10
Salt,OD_a135_c3,-0.003974948955042423,0.003974948955042423,6.840575718052594e-05,0.0055021011471818185,-7.784548880701908,7.784548880701908,17.910866666666667,72.72727272727273,11
Salt,OD_a45_c4,0.004639372216890907,0.004639372216890907,-8.347221684799087e-05,0.005743502988000007,16.256403739865604,16.256403739865604,20.834892857142854,63.63636363636363,11
Salt,OD_a90_c2,0.0037869148005375097,0.0037869148005375097,-4.238009485068057e-05,0.00578605814827273,7.841187917087007,7.841187917087007,24.087933333333336,72.72727272727273,11
Salt,band_415nm,-0.000747410629734849,0.000747410629734849,1.1477375765998333e-05,0.0004367897727272729,-13.64548259565135,13.645482595651352,41.44094285714285,63.63636363636363,11
Salt,band_445nm,-0.00623838482481062,0.00623838482481062,8.694729344520968e-05,0.0033611505681818243,-14.905599218091703,14.905599218091703,40.54668611111111,54.54545454545454,11
Salt,band_480nm,-0.007528926964962137,0.007528926964962137,0.00010524768157900164,0.00387251420454545,-16.073549497637824,16.073549497637824,42.060652777777776,54.54545454545454,11
Salt,band_515nm,-0.008388509114583342,0.008388509114583342,0.00013057499945098142,0.00448508522727272,-16.751721225733387,16.751721225733387,41.607880952380945,63.63636363636363,11
Salt,band_555nm,-0.009431988340435581,0.009431988340435581,0.0001518365385128164,0.00491122159090909,-16.19623917384252,16.19623917384252,41.15557142857143,63.63636363636363,11
Salt,band_590nm,-0.009329856178977273,0.009329856178977273,0.00014523219621869266,0.004900568181818171,-16.215491745809842,16.215491745809842,42.01279047619048,63.63636363636363,11
Salt,band_630nm,-0.008942782315340903,0.008942782315340903,0.00013718768982644807,0.004509943181818173,-15.983916684576354,15.983916684576355,41.53319722222222,54.54545454545454,11
Salt,band_680nm,-0.005593609434185606,0.005593609434185606,8.457109336804196e-05,0.002780539772727282,-17.323469692398433,17.323469692398433,42.241641666666666,54.54545454545454,11
Salt,co2_ppm,1.6227272727272852,5.2727272727272725,-0.08183369297329547,20.636363636363637,0.17510691380955487,1.3519573853461502,2.285903703703704,81.81818181818183,11
Salt,growth_rate,-0.0026759707583931163,0.004094681918568711,-0.0002869021363938685,0.010988790841727273,-1.0393749992443764,2.819040853306927,17.451396296296295,81.81818181818183,11
Salt,nOD,-0.020656692873713613,0.020656692873713613,0.00031255482206528926,0.024307248648727284,-40.93925885217966,40.93925885217966,25.327493750000002,72.72727272727273,11
Salt,relative_humidity,0.05256818181818155,0.14438636363636126,0.007332195074937054,0.3627272727272716,1.1416663663278839,2.7333542113597185,2.307471666666667,90.9090909090909,11
Uracil,OD_a135_c3,-0.0011547930379891852,0.0011547930379891852,0.00013464036955153737,0.004663567600299992,-1.8835396900930792,1.8835396900930792,7.341115,100.0,10
Uracil,OD_a45_c4,0.0007669879985987476,0.000810653274996248,-0.00011845355846994222,0.003082911100399999,2.121408485002988,2.2578244935430964,11.132771666666667,100.0,10
Uracil,OD_a90_c2,0.0005161288567525207,0.0008887659993616654,-0.00012500086344398545,0.00430680103539999,1.008722705516221,1.5841539191552054,5.041108333333333,100.0,10
Uracil,band_415nm,-0.0002633219401041699,0.0002633219401041699,2.6438273706719155e-05,0.0006777343749999991,-2.7837487090320794,2.7837487090320794,15.800749999999999,100.0,10
Uracil,band_445nm,-0.0018633382161458377,0.0018633382161458377,0.0002074733499230552,0.005685546874999991,-2.6604123411279192,2.6604123411279192,15.159183333333335,100.0,10
Uracil,band_480nm,-0.002408056640625017,0.002408056640625017,0.00025577680508847395,0.006412109375000008,-3.079380367075181,3.079380367075181,15.967603333333333,100.0,10
Uracil,band_515nm,-0.0028609456380207844,0.0028609456380207844,0.0003089242909244071,0.0073906250000000005,-2.9242513914589856,2.9242513914589856,16.22605,100.0,10
Uracil,band_555nm,-0.00336460774739582,0.00336460774739582,0.0003465575888885007,0.008728515624999999,-2.9244285214847805,2.9244285214847805,15.976098333333335,100.0,10
Uracil,band_590nm,-0.003448600260416701,0.003448600260416701,0.00034651085685609705,0.008820312500000005,-2.9698526190161076,2.9698526190161076,15.942848333333334,100.0,10
Uracil,band_630nm,-0.0033370605468750368,0.0033370605468750368,0.0003328555410845015,0.008291015624999986,-3.057942595361961,3.057942595361961,16.259598333333333,100.0,10
Uracil,band_680nm,-0.002137068684895832,0.002137068684895832,0.0002051566061073793,0.005201171874999999,-3.2610921485265885,3.2610921485265885,16.909723333333332,100.0,10
Uracil,co2_ppm,-8.987500000000011,16.5225,0.2248481284332974,28.7,-1.3568122845405821,3.2395582116941215,4.6600375,80.0,10
Uracil,growth_rate,0.0013871026090427649,0.002526927995689457,0.0002693464029066639,0.0095105283737,1.1049541063571766,1.497090537210222,8.049448333333334,100.0,10
Uracil,nOD,-0.00560457115407006,0.00560457115407006,0.0007050259378365107,0.016440810558299945,-4.528328020673327,4.528328020673326,15.341111666666666,100.0,10
Uracil,relative_humidity,-0.056575000000001555,0.20502500000000268,-0.0008107369234040798,0.3540000000000013,-1.0680357144601396,2.6597857891172736,3.2230166666666666,80.0,10
Vehicle,OD_a135_c3,-0.0026592122527423767,0.0027250560469340573,4.866760271163173e-05,0.003679580506375006,-12.006117640402381,12.160168129173936,6.187495833333334,50.0,8
Vehicle,OD_a45_c4,0.002534150061812193,0.0027090683363548904,-4.417862754127257e-05,0.0036144047038750016,25.793963850735167,26.223408117895772,4.388883333333333,37.5,8
Vehicle,OD_a90_c2,0.002714028495840702,0.002850708773374032,-3.068357435953291e-05,0.00414547273875001,13.48456629651357,13.794978941564606,4.8333,25.0,8
Vehicle,band_415nm,-0.0004968363444010412,0.0004968363444010412,7.410379713172496e-06,0.0005590820312499998,-11.078436119384882,11.078436119384882,10.201233333333333,25.0,8
Vehicle,band_445nm,-0.004144409179687489,0.004144409179687489,6.016935477311853e-05,0.004340820312500007,-15.95373220395615,15.95373220395615,13.159675,25.0,8
Vehicle,band_480nm,-0.005007822672526072,0.005007822672526072,7.17675539935033e-05,0.004812011718749995,-18.813066300991107,18.81306630099111,13.076433333333334,25.0,8
Vehicle,band_515nm,-0.005622355143229167,0.005622355143229167,8.050838466227165e-05,0.005642089843750003,-20.06070538629541,20.06070538629541,12.576508333333333,25.0,8
Vehicle,band_555nm,-0.006344319661458389,0.006344319661458389,9.317671508599545e-05,0.005471191406250006,-16.647166355571333,16.647166355571333,13.701583333333334,25.0,8
Vehicle,band_590nm,-0.006384226481119817,0.006384226481119817,8.647550595564523e-05,0.005412597656250018,-18.29838310919989,18.29838310919989,14.035083333333333,25.0,8
Vehicle,band_630nm,-0.0061642456054687295,0.0061642456054687295,8.288583414768153e-05,0.005053710937500011,-20.1640016674275,20.1640016674275,14.118475,25.0,8
Vehicle,band_680nm,-0.0038482666015624903,0.0038482666015624903,5.133142798400872e-05,0.0031274414062500144,-20.353372234519902,20.353372234519902,14.702,25.0,8
Vehicle,co2_ppm,-8.571874999999991,9.715624999999974,-0.6958921136478599,26.25,-1.9159830786389553,2.1915226410795317,2.938197222222222,75.0,8
Vehicle,growth_rate,5.665334806946945e-06,0.005048074950889875,0.00010798693428965814,0.012986830680875,0.616013221864716,3.5226193884493022,6.593706249999999,100.0,8
Vehicle,nOD,-0.01405891893652067,0.01405891893652067,0.00021858017420427897,0.018829883586125015,-105.68941790748431,105.68941790748431,5.708483333333334,25.0,8
Vehicle,relative_humidity,-0.006937499999997598,0.2168125000000014,0.011930451182056672,0.7224999999999966,0.15945905598000348,2.374713757529155,0.9022928571428572,87.5,8
